Date,Open,High,Low,Close,Adj Close,Volume
2021/8/22,73.852,77.6,71.244,72.775,72.775,2862187.053
2021/8/23,72.751,76.81,71.545,75.623,75.623,4150780.595
2021/8/24,75.647,79.45,68.5,70.527,70.527,6792636.137
2021/8/25,70.519,72.83,66.03,71.973,71.973,5069064.804
2021/8/26,71.982,78.3,66.2,74.92,74.92,6563670.747
2021/8/27,74.92,88.92,72.55,87.98,87.98,8785637.093
2021/8/28,87.98,97.82,85.59,96.22,96.22,5774371.258
2021/8/29,96.17,97.82,90.3,94.23,94.23,4171861.65
2021/8/30,94.23,116.84,93.58,110.25,110.25,11109542.61499998
2021/8/31,110.26,130.11,103.06,108.27,108.27,16509565.59
2021/9/1,108.27,119.72,105.89,110.71,110.71,8028303.79
2021/9/2,110.71,131.96,109.18,128.23,128.23,9206853.472
2021/9/3,128.2,148.99,128.12,146.4,146.4,11927061.36999999
2021/9/4,146.36,150.6,135.73,138.88,138.88,6134062.526
2021/9/5,138.88,144.99,134.74,142,142,4619885.42
2021/9/6,141.98,166.13,136.92,164.22,164.22,8435542.353
2021/9/7,164.19,195.48,128.01,173.46,173.46,24376489.01099997
